,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
4929,45,admin.,married,secondary,no,373,yes,no,unknown,21,may,17,7,-1,0,unknown,no
75,53,technician,married,secondary,no,384,yes,no,unknown,5,may,176,1,-1,0,unknown,no
2544,47,blue-collar,married,primary,no,300,yes,no,unknown,13,may,103,3,-1,0,unknown,no
28881,31,admin.,divorced,secondary,no,217,yes,no,cellular,30,jan,1776,2,-1,0,unknown,yes
30617,31,management,single,tertiary,no,12857,yes,no,cellular,6,feb,158,1,92,1,success,yes
29658,40,management,married,tertiary,no,1308,no,no,telephone,3,feb,1776,2,-1,0,unknown,yes
1464,55,blue-collar,married,primary,no,332,yes,no,unknown,8,may,318,2,-1,0,unknown,no
5039,32,blue-collar,married,secondary,no,0,yes,yes,unknown,21,may,143,2,-1,0,unknown,no
483,43,blue-collar,married,secondary,no,0,no,no,unknown,6,may,187,1,-1,0,unknown,no
644,43,unemployed,married,secondary,no,0,yes,no,unknown,6,may,37,2,-1,0,unknown,no
2943,40,blue-collar,married,secondary,no,1313,no,no,unknown,14,may,87,1,-1,0,unknown,no
7914,45,technician,single,secondary,no,410,yes,no,unknown,30,may,891,4,-1,0,unknown,yes
5217,39,blue-collar,married,secondary,no,439,yes,no,unknown,23,may,214,3,-1,0,unknown,no
1343,49,services,married,secondary,no,-22,yes,no,unknown,8,may,70,1,-1,0,unknown,no
5288,32,management,single,secondary,no,-32,yes,no,unknown,23,may,139,1,-1,0,unknown,no
43760,78,retired,married,unknown,no,3208,no,no,telephone,20,may,351,3,-1,0,unknown,yes
2284,34,admin.,single,secondary,no,1504,yes,no,unknown,12,may,395,3,-1,0,unknown,no
45188,29,management,single,secondary,no,703,yes,no,cellular,16,nov,236,1,550,2,success,yes
41560,46,management,married,tertiary,no,7331,no,no,cellular,11,sep,658,4,95,2,other,yes
44950,32,student,single,secondary,no,1102,no,no,telephone,8,oct,194,1,-1,0,unknown,yes
1990,53,management,married,tertiary,no,913,yes,no,unknown,9,may,244,4,-1,0,unknown,no
2316,48,blue-collar,married,primary,no,762,yes,no,unknown,12,may,81,4,-1,0,unknown,no
20725,40,technician,married,secondary,no,42,no,no,cellular,13,aug,1842,2,-1,0,unknown,yes
4611,36,management,single,secondary,no,360,yes,no,unknown,20,may,271,1,-1,0,unknown,no
43791,33,services,single,secondary,no,2881,no,no,cellular,26,may,289,1,328,1,success,yes
44975,30,management,single,tertiary,no,502,no,no,cellular,11,oct,463,3,95,6,success,yes
2832,50,services,married,secondary,no,2956,yes,no,unknown,14,may,686,1,-1,0,unknown,no
44019,22,housemaid,single,secondary,no,1796,no,no,cellular,28,jun,369,3,-1,0,unknown,yes
1183,38,blue-collar,married,primary,no,54,yes,no,unknown,8,may,180,1,-1,0,unknown,no
44428,34,admin.,married,tertiary,no,69,no,yes,cellular,4,aug,120,3,1,6,success,yes
41082,33,unemployed,single,tertiary,no,1974,no,no,cellular,14,aug,498,2,191,1,failure,yes
2350,28,technician,single,secondary,no,216,yes,no,unknown,13,may,66,1,-1,0,unknown,no
2996,42,blue-collar,married,secondary,no,3743,yes,no,unknown,14,may,136,1,-1,0,unknown,no
16499,51,self-employed,married,secondary,no,95,yes,no,cellular,23,jul,1309,4,-1,0,unknown,yes
1911,28,blue-collar,married,secondary,no,948,yes,no,unknown,9,may,455,1,-1,0,unknown,no
43349,43,services,married,secondary,no,774,no,no,cellular,25,mar,101,1,421,1,success,yes
2102,25,services,married,secondary,no,-454,yes,no,unknown,12,may,24,1,-1,0,unknown,no
2221,30,blue-collar,single,secondary,no,573,yes,no,unknown,12,may,116,2,-1,0,unknown,no
2753,52,technician,married,secondary,no,0,no,no,unknown,14,may,97,2,-1,0,unknown,no
3958,30,technician,single,secondary,no,298,yes,no,unknown,16,may,164,2,-1,0,unknown,no
3615,61,retired,married,secondary,no,280,yes,no,unknown,15,may,88,3,-1,0,unknown,no
41393,25,services,single,secondary,no,162,yes,no,cellular,1,sep,531,2,-1,0,unknown,yes
44146,65,retired,divorced,secondary,no,828,no,no,cellular,13,jul,305,1,-1,0,unknown,yes
44673,49,admin.,single,tertiary,no,228,yes,no,cellular,3,sep,252,2,93,2,success,yes
3567,24,blue-collar,single,primary,no,758,yes,no,unknown,15,may,129,1,-1,0,unknown,no
667,40,technician,single,secondary,no,200,yes,no,unknown,6,may,322,2,-1,0,unknown,no
5271,37,blue-collar,married,primary,no,3517,yes,no,unknown,23,may,445,1,-1,0,unknown,no
39492,56,retired,divorced,tertiary,no,13094,no,no,cellular,25,may,1064,1,-1,0,unknown,yes
44133,43,admin.,single,secondary,no,386,no,no,cellular,12,jul,220,3,529,1,failure,yes
41489,33,self-employed,married,secondary,no,409,no,no,cellular,8,sep,165,1,97,4,success,yes
40438,39,admin.,divorced,secondary,no,19,yes,no,cellular,2,jul,503,2,147,5,success,yes
43173,65,unemployed,married,secondary,no,3195,no,no,telephone,2,mar,904,1,-1,0,unknown,yes
36443,39,management,married,tertiary,no,763,yes,no,cellular,11,may,877,7,300,2,other,yes
24782,35,technician,married,secondary,no,4508,yes,no,cellular,18,nov,854,1,-1,0,unknown,yes
2187,30,services,single,secondary,no,290,yes,no,unknown,12,may,446,1,-1,0,unknown,no
43822,29,management,married,tertiary,no,8103,no,no,cellular,28,may,473,3,-1,0,unknown,yes
2516,37,blue-collar,divorced,secondary,no,368,yes,no,unknown,13,may,194,2,-1,0,unknown,no
3386,47,blue-collar,married,secondary,no,39,yes,no,unknown,15,may,160,1,-1,0,unknown,no
13986,26,management,single,tertiary,no,45,no,no,cellular,10,jul,1187,3,-1,0,unknown,yes
3434,25,technician,single,tertiary,no,468,yes,no,unknown,15,may,147,1,-1,0,unknown,no
44047,32,technician,single,tertiary,no,4071,no,no,cellular,30,jun,319,2,-1,0,unknown,yes
3036,41,services,married,primary,no,450,yes,no,unknown,14,may,374,2,-1,0,unknown,no
3490,27,services,married,secondary,no,94,yes,no,unknown,15,may,352,2,-1,0,unknown,no
42674,59,services,single,secondary,no,739,no,no,cellular,14,jan,408,1,-1,0,unknown,yes
2460,54,blue-collar,married,unknown,no,363,yes,no,unknown,13,may,202,1,-1,0,unknown,no
2315,45,services,single,secondary,no,141,yes,no,unknown,12,may,111,4,-1,0,unknown,no
4737,30,unemployed,married,secondary,no,142,yes,no,unknown,20,may,350,4,-1,0,unknown,no
2833,60,retired,divorced,primary,no,1327,yes,yes,unknown,14,may,80,1,-1,0,unknown,no
1198,28,housemaid,divorced,primary,no,1,yes,no,unknown,8,may,923,1,-1,0,unknown,no
4239,31,blue-collar,single,secondary,no,75,yes,no,unknown,19,may,346,1,-1,0,unknown,no
1757,23,student,single,secondary,no,318,yes,no,unknown,9,may,545,2,-1,0,unknown,no
43028,54,technician,married,secondary,no,10185,no,no,cellular,12,feb,251,1,186,3,success,yes
4064,46,blue-collar,married,tertiary,no,1497,yes,no,unknown,19,may,374,6,-1,0,unknown,no
2211,29,services,divorced,secondary,no,330,yes,no,unknown,12,may,88,2,-1,0,unknown,no
44346,34,admin.,married,tertiary,no,0,no,no,cellular,30,jul,292,1,183,2,success,yes
1547,53,blue-collar,married,secondary,no,359,no,yes,unknown,8,may,238,8,-1,0,unknown,no
2686,31,services,married,secondary,no,272,yes,no,unknown,13,may,133,12,-1,0,unknown,no
41831,54,blue-collar,married,primary,no,1311,no,no,telephone,15,oct,485,3,184,3,failure,yes
34032,28,technician,single,secondary,no,227,no,no,cellular,30,apr,278,1,-1,0,unknown,yes
3779,40,admin.,divorced,secondary,no,783,yes,yes,unknown,16,may,171,2,-1,0,unknown,no
3148,58,admin.,married,secondary,no,-1196,yes,yes,unknown,14,may,256,4,-1,0,unknown,no
4896,33,blue-collar,married,secondary,no,1624,yes,yes,unknown,21,may,951,2,-1,0,unknown,no
4878,34,management,single,tertiary,no,0,yes,no,unknown,21,may,759,1,-1,0,unknown,no
1071,31,admin.,married,secondary,no,89,no,no,unknown,7,may,297,3,-1,0,unknown,no
1073,39,blue-collar,single,secondary,no,29,yes,no,unknown,7,may,214,2,-1,0,unknown,no
14160,33,management,single,unknown,no,1534,yes,no,cellular,11,jul,1041,2,-1,0,unknown,yes
5383,24,technician,single,secondary,no,820,yes,no,unknown,23,may,665,1,-1,0,unknown,no
3297,45,entrepreneur,married,primary,no,1953,yes,no,unknown,15,may,95,3,-1,0,unknown,no
3967,40,blue-collar,married,secondary,no,1161,yes,yes,unknown,16,may,292,8,-1,0,unknown,no
44784,28,management,single,tertiary,no,1720,no,no,cellular,14,sep,230,1,91,4,success,yes
815,45,blue-collar,married,primary,no,97,yes,no,unknown,7,may,923,3,-1,0,unknown,no
41278,36,management,married,tertiary,no,255,no,no,cellular,25,aug,242,6,95,4,success,yes
357,33,entrepreneur,single,tertiary,no,1068,yes,no,unknown,5,may,396,2,-1,0,unknown,no
5932,38,admin.,divorced,secondary,no,198,yes,no,unknown,26,may,431,2,-1,0,unknown,yes
40204,51,self-employed,married,unknown,no,2094,no,no,cellular,8,jun,458,6,-1,0,unknown,yes
868,38,management,single,tertiary,no,673,yes,no,unknown,7,may,184,1,-1,0,unknown,no
30865,28,technician,single,secondary,no,313,no,no,cellular,9,feb,1183,2,-1,0,unknown,yes
42336,35,technician,married,secondary,no,4922,yes,no,cellular,17,nov,393,4,201,17,other,yes
38975,30,blue-collar,single,secondary,no,5909,yes,no,cellular,18,may,420,2,-1,0,unknown,yes
343,50,blue-collar,married,primary,no,1533,yes,no,unknown,5,may,325,2,-1,0,unknown,no
4164,42,entrepreneur,single,primary,no,103,yes,no,unknown,19,may,156,5,-1,0,unknown,no
39741,25,technician,single,secondary,no,7103,yes,no,cellular,28,may,188,3,10,1,failure,yes
42598,27,management,single,secondary,no,843,no,no,cellular,8,jan,187,1,-1,0,unknown,yes
51,48,management,divorced,tertiary,no,-244,yes,no,unknown,5,may,253,1,-1,0,unknown,no
42290,33,admin.,married,secondary,no,920,no,no,cellular,16,nov,130,1,95,2,failure,yes
1682,29,management,married,tertiary,no,246,yes,no,unknown,9,may,45,1,-1,0,unknown,no
2486,45,entrepreneur,divorced,tertiary,no,-395,yes,no,unknown,13,may,470,1,-1,0,unknown,yes
3392,53,blue-collar,married,secondary,no,136,yes,no,unknown,15,may,99,1,-1,0,unknown,no
5142,31,services,single,secondary,no,629,yes,no,unknown,21,may,369,2,-1,0,unknown,no
675,38,management,married,tertiary,no,389,yes,no,unknown,6,may,262,1,-1,0,unknown,no
4494,37,admin.,married,secondary,no,1283,yes,no,unknown,20,may,209,1,-1,0,unknown,no
28243,26,blue-collar,single,primary,no,941,no,no,cellular,29,jan,1165,1,-1,0,unknown,yes
39846,54,unemployed,divorced,secondary,no,1664,no,no,cellular,2,jun,257,3,-1,0,unknown,yes
3754,35,services,married,secondary,no,1053,yes,no,unknown,16,may,25,1,-1,0,unknown,no
15755,56,services,married,primary,no,486,no,yes,telephone,21,jul,1877,1,-1,0,unknown,yes
3660,51,blue-collar,married,secondary,no,22,yes,no,unknown,16,may,336,2,-1,0,unknown,no
817,31,management,divorced,tertiary,no,0,yes,no,unknown,7,may,953,3,-1,0,unknown,no
388,56,management,married,tertiary,no,830,yes,yes,unknown,6,may,1201,1,-1,0,unknown,yes
5028,27,management,single,secondary,no,967,yes,no,unknown,21,may,162,1,-1,0,unknown,no
4240,34,blue-collar,married,primary,no,-288,yes,no,unknown,19,may,643,1,-1,0,unknown,no
351,45,blue-collar,married,secondary,no,66,yes,no,unknown,5,may,808,2,-1,0,unknown,no
4247,23,management,single,secondary,no,85,yes,no,unknown,19,may,109,2,-1,0,unknown,no
4270,27,admin.,divorced,secondary,no,112,yes,no,unknown,19,may,104,1,-1,0,unknown,no
3325,53,admin.,single,secondary,no,1178,yes,no,unknown,15,may,295,2,-1,0,unknown,no
43432,43,technician,divorced,unknown,no,4389,no,no,cellular,8,apr,618,1,-1,0,unknown,yes
40218,36,entrepreneur,divorced,tertiary,no,3407,no,no,cellular,9,jun,993,4,85,4,success,yes
41674,37,technician,married,unknown,no,189,no,no,cellular,1,oct,238,1,107,2,success,yes
1261,33,technician,single,tertiary,no,129,yes,no,unknown,8,may,128,1,-1,0,unknown,no
1056,44,blue-collar,married,primary,no,-171,yes,no,unknown,7,may,441,2,-1,0,unknown,no
5366,32,self-employed,married,primary,no,-6,no,no,unknown,23,may,881,2,-1,0,unknown,no
30859,39,services,married,tertiary,no,1493,no,no,cellular,9,feb,912,3,-1,0,unknown,yes
12320,27,blue-collar,married,tertiary,no,335,yes,no,unknown,26,jun,519,3,-1,0,unknown,yes
38463,26,student,single,secondary,no,864,yes,no,cellular,15,may,659,1,-1,0,unknown,yes
2796,39,technician,married,secondary,yes,-183,yes,no,unknown,14,may,202,2,-1,0,unknown,no
44306,45,technician,married,secondary,no,2776,yes,no,cellular,27,jul,287,2,181,1,success,yes
2139,26,blue-collar,single,secondary,no,199,yes,yes,unknown,12,may,125,1,-1,0,unknown,no
41935,35,technician,married,secondary,no,2779,no,no,cellular,22,oct,118,2,-1,0,unknown,yes
28551,49,unemployed,married,primary,no,518,no,no,cellular,29,jan,1917,2,-1,0,unknown,yes
1498,39,blue-collar,married,primary,no,830,yes,no,unknown,8,may,246,2,-1,0,unknown,no
2462,36,admin.,divorced,secondary,no,307,yes,no,unknown,13,may,121,2,-1,0,unknown,no
42227,21,student,single,secondary,no,123,no,no,telephone,11,nov,513,1,91,1,success,yes
5177,33,technician,divorced,secondary,no,4369,yes,no,unknown,21,may,433,3,-1,0,unknown,no
1427,60,technician,married,unknown,no,0,yes,no,unknown,8,may,77,1,-1,0,unknown,no
15122,32,technician,married,secondary,no,348,yes,no,cellular,17,jul,926,1,-1,0,unknown,yes
3905,47,services,married,secondary,no,837,yes,yes,unknown,16,may,136,1,-1,0,unknown,no
32557,52,retired,divorced,primary,no,-779,yes,yes,cellular,17,apr,709,1,-1,0,unknown,yes
2390,28,blue-collar,married,primary,no,286,yes,no,unknown,13,may,237,1,-1,0,unknown,no
1817,50,services,married,tertiary,no,218,yes,no,unknown,9,may,388,2,-1,0,unknown,no
43031,32,management,married,tertiary,no,905,no,no,cellular,12,feb,666,4,-1,0,unknown,yes
3847,24,services,single,secondary,no,0,no,no,unknown,16,may,280,1,-1,0,unknown,no
43889,34,management,married,tertiary,no,158,no,no,cellular,9,jun,190,1,92,9,success,yes
29448,29,technician,single,tertiary,no,1669,no,no,cellular,3,feb,297,1,-1,0,unknown,yes
15175,33,self-employed,divorced,secondary,no,1904,yes,no,cellular,17,jul,1584,2,-1,0,unknown,yes
31856,38,technician,married,tertiary,no,206,no,no,cellular,8,apr,350,2,-1,0,unknown,yes
21348,30,management,single,tertiary,no,1541,no,no,cellular,18,aug,471,8,-1,0,unknown,yes
1650,35,blue-collar,married,secondary,no,503,yes,yes,unknown,9,may,57,2,-1,0,unknown,no
44575,27,blue-collar,single,secondary,no,535,no,no,cellular,16,aug,265,3,95,4,success,yes
3168,36,blue-collar,married,secondary,no,-406,yes,yes,unknown,14,may,104,3,-1,0,unknown,no
41923,87,retired,divorced,primary,no,6746,no,no,telephone,21,oct,749,1,-1,0,unknown,yes
30011,45,blue-collar,married,secondary,no,7895,yes,no,cellular,4,feb,872,1,-1,0,unknown,yes
43906,36,management,married,tertiary,no,495,no,no,cellular,14,jun,187,1,94,9,success,yes
42891,80,retired,married,secondary,no,2354,no,no,telephone,4,feb,739,1,181,2,failure,yes
24126,50,admin.,divorced,secondary,no,237,no,yes,telephone,5,nov,169,1,-1,0,unknown,yes
1900,35,management,single,tertiary,no,-202,yes,no,unknown,9,may,1461,2,-1,0,unknown,no
143,37,blue-collar,married,secondary,no,37,yes,no,unknown,5,may,204,1,-1,0,unknown,no
39361,20,blue-collar,single,secondary,no,76,yes,no,cellular,18,may,639,2,-1,0,unknown,yes
4877,32,blue-collar,married,primary,no,323,yes,no,unknown,21,may,530,2,-1,0,unknown,no
44687,52,management,married,unknown,no,1708,no,no,unknown,6,sep,310,1,75,4,failure,yes
80,45,admin.,single,secondary,no,206,yes,no,unknown,5,may,193,1,-1,0,unknown,no
2427,21,blue-collar,single,secondary,no,-273,yes,yes,unknown,13,may,340,1,-1,0,unknown,no
5421,46,management,married,tertiary,no,-267,no,no,unknown,23,may,249,3,-1,0,unknown,no
40129,58,retired,married,primary,no,1980,no,no,cellular,5,jun,255,1,-1,0,unknown,yes
41956,43,blue-collar,married,secondary,no,14646,no,no,cellular,23,oct,210,1,-1,0,unknown,yes
14450,51,services,divorced,secondary,no,242,no,yes,cellular,14,jul,1336,4,-1,0,unknown,yes
607,51,blue-collar,married,primary,no,653,yes,yes,unknown,6,may,208,1,-1,0,unknown,no
3604,31,unemployed,single,primary,no,0,yes,no,unknown,15,may,24,18,-1,0,unknown,no
39872,43,blue-collar,married,secondary,no,2160,no,no,cellular,2,jun,169,1,-1,0,unknown,yes
898,49,admin.,married,secondary,no,326,yes,no,unknown,7,may,99,2,-1,0,unknown,no
41115,35,management,single,tertiary,no,431,no,no,cellular,17,aug,343,2,397,1,failure,yes
27727,53,management,divorced,secondary,no,1004,no,yes,telephone,22,dec,119,1,-1,0,unknown,yes
2151,59,retired,married,secondary,no,434,yes,no,unknown,12,may,63,3,-1,0,unknown,no
4335,49,blue-collar,married,secondary,no,1854,yes,no,unknown,19,may,173,5,-1,0,unknown,no
3526,26,blue-collar,married,primary,no,500,yes,no,unknown,15,may,21,6,-1,0,unknown,no
39787,25,technician,single,secondary,no,938,no,no,cellular,1,jun,1048,1,-1,0,unknown,yes
33770,35,management,married,tertiary,no,8,no,no,cellular,23,apr,93,3,-1,0,unknown,yes
3723,51,technician,married,secondary,no,143,yes,no,unknown,16,may,627,1,-1,0,unknown,no
4960,41,management,single,tertiary,no,1216,yes,no,unknown,21,may,53,3,-1,0,unknown,no
33110,36,management,married,tertiary,no,535,no,no,cellular,20,apr,150,2,-1,0,unknown,yes
31230,28,management,single,tertiary,no,730,yes,no,cellular,3,mar,631,1,-1,0,unknown,yes
11739,52,retired,married,tertiary,no,2269,no,no,unknown,20,jun,1210,1,-1,0,unknown,yes
43110,29,self-employed,single,tertiary,no,805,no,no,cellular,23,feb,132,1,103,7,failure,yes
34209,41,blue-collar,married,secondary,no,5060,no,no,cellular,4,may,963,1,83,3,success,yes
5320,39,technician,married,secondary,no,287,yes,no,unknown,23,may,63,1,-1,0,unknown,no
2334,31,admin.,single,secondary,no,296,yes,no,unknown,13,may,161,1,-1,0,unknown,no
30806,34,management,married,tertiary,no,0,no,no,cellular,6,feb,787,3,9,1,other,yes
27191,58,management,married,tertiary,no,96,no,no,cellular,21,nov,850,1,-1,0,unknown,yes
37788,32,blue-collar,single,secondary,no,811,yes,no,cellular,14,may,563,1,-1,0,unknown,yes
612,55,services,married,primary,no,255,yes,no,unknown,6,may,285,1,-1,0,unknown,no
36087,41,admin.,single,secondary,no,-109,yes,yes,cellular,11,may,1038,1,370,1,failure,yes
44214,37,management,married,tertiary,no,0,no,no,cellular,16,jul,268,2,182,3,success,yes
2113,30,blue-collar,single,unknown,yes,-149,yes,yes,unknown,12,may,164,3,-1,0,unknown,no
3669,29,blue-collar,married,secondary,no,1956,yes,no,unknown,16,may,266,6,-1,0,unknown,no
43084,53,management,married,tertiary,no,597,no,no,unknown,22,feb,392,1,-1,0,unknown,yes
39426,53,blue-collar,married,unknown,no,2509,no,no,telephone,22,may,231,2,-1,0,unknown,yes
4986,33,technician,single,secondary,no,296,yes,no,unknown,21,may,226,1,-1,0,unknown,no
28751,42,admin.,divorced,secondary,no,936,no,no,cellular,30,jan,931,1,-1,0,unknown,yes
43618,35,unemployed,single,tertiary,no,415,no,no,cellular,4,may,164,2,89,2,success,yes
1031,44,services,divorced,secondary,no,7,yes,yes,unknown,7,may,238,3,-1,0,unknown,no
15389,32,self-employed,married,primary,no,102,yes,no,cellular,18,jul,560,1,-1,0,unknown,yes
3751,34,self-employed,married,tertiary,no,1029,yes,yes,unknown,16,may,125,1,-1,0,unknown,no
41771,51,entrepreneur,divorced,tertiary,no,2109,no,no,cellular,13,oct,79,2,-1,0,unknown,yes
41561,74,retired,married,primary,no,1765,no,no,telephone,11,sep,290,2,-1,0,unknown,yes
3685,55,technician,married,secondary,no,726,yes,no,unknown,16,may,271,1,-1,0,unknown,no
838,35,blue-collar,single,unknown,yes,-532,yes,no,unknown,7,may,149,1,-1,0,unknown,no
33953,30,management,single,tertiary,no,398,no,no,cellular,30,apr,554,1,6,2,success,yes
44526,35,technician,married,tertiary,no,7050,no,no,cellular,11,aug,222,3,182,4,success,yes
31398,23,student,single,secondary,no,4126,no,no,cellular,25,mar,96,2,-1,0,unknown,yes
3770,29,admin.,single,secondary,no,163,yes,yes,unknown,16,may,803,1,-1,0,unknown,yes
4376,49,services,single,secondary,no,459,yes,no,unknown,19,may,58,10,-1,0,unknown,no
43631,74,retired,married,secondary,no,935,no,no,cellular,5,may,226,1,99,2,failure,yes
1967,29,blue-collar,married,secondary,no,15,yes,yes,unknown,9,may,432,2,-1,0,unknown,no
1664,33,blue-collar,married,primary,no,767,yes,no,unknown,9,may,296,3,-1,0,unknown,no
42234,33,services,married,secondary,no,386,no,no,cellular,12,nov,253,1,92,4,failure,yes
